ENABLE,id,release_key,group_id,resource_type,resource_id,resource_amount,sort_order,備考
e,mission_reward_jig_00001_event_reward_01_1,202601010,jig_00001_event_reward_01,Item,memory_chara_jig_00701,200,1,地獄楽いいジャン祭
e,mission_reward_jig_00001_event_reward_02_1,202601010,jig_00001_event_reward_02,Item,memory_chara_jig_00701,300,1,地獄楽いいジャン祭
e,mission_reward_jig_00001_event_reward_03_1,202601010,jig_00001_event_reward_03,Item,memory_chara_jig_00701,350,1,地獄楽いいジャン祭
e,mission_reward_jig_00001_event_reward_04_1,202601010,jig_00001_event_reward_04,Item,ticket_glo_00003,1,1,地獄楽いいジャン祭
e,mission_reward_jig_00001_event_reward_05_1,202601010,jig_00001_event_reward_05,Item,piece_jig_00701,10,1,地獄楽いいジャン祭
e,mission_reward_jig_00001_event_reward_06_1,202601010,jig_00001_event_reward_06,Item,piece_jig_00701,20,1,地獄楽いいジャン祭
e,mission_reward_jig_00001_event_reward_07_1,202601010,jig_00001_event_reward_07,Item,piece_jig_00701,20,1,地獄楽いいジャン祭
e,mission_reward_jig_00001_event_reward_08_1,202601010,jig_00001_event_reward_08,Item,piece_jig_00701,20,1,地獄楽いいジャン祭
e,mission_reward_jig_00001_event_reward_09_1,202601010,jig_00001_event_reward_09,Item,piece_jig_00701,30,1,地獄楽いいジャン祭
e,mission_reward_jig_00001_event_reward_10_1,202601010,jig_00001_event_reward_10,Item,memoryfragment_glo_00003,1,1,地獄楽いいジャン祭
e,mission_reward_jig_00001_event_reward_11_1,202601010,jig_00001_event_reward_11,FreeDiamond,"",50,1,地獄楽いいジャン祭
e,mission_reward_jig_00001_event_reward_12_1,202601010,jig_00001_event_reward_12,Item,memory_chara_jig_00601,200,1,地獄楽いいジャン祭
e,mission_reward_jig_00001_event_reward_13_1,202601010,jig_00001_event_reward_13,Item,memory_chara_jig_00601,300,1,地獄楽いいジャン祭
e,mission_reward_jig_00001_event_reward_14_1,202601010,jig_00001_event_reward_14,Item,memory_chara_jig_00601,350,1,地獄楽いいジャン祭
e,mission_reward_jig_00001_event_reward_15_1,202601010,jig_00001_event_reward_15,Item,ticket_glo_00003,1,1,地獄楽いいジャン祭
e,mission_reward_jig_00001_event_reward_16_1,202601010,jig_00001_event_reward_16,Item,piece_jig_00601,10,1,地獄楽いいジャン祭
e,mission_reward_jig_00001_event_reward_17_1,202601010,jig_00001_event_reward_17,Item,piece_jig_00601,20,1,地獄楽いいジャン祭
e,mission_reward_jig_00001_event_reward_18_1,202601010,jig_00001_event_reward_18,Item,piece_jig_00601,20,1,地獄楽いいジャン祭
e,mission_reward_jig_00001_event_reward_19_1,202601010,jig_00001_event_reward_19,Item,piece_jig_00601,20,1,地獄楽いいジャン祭
