ENABLE,id,mst_pack_id,resource_type,resource_id,resource_amount,is_bonus,display_order,release_key
e,1,start_chara_pack_1,Unit,chara_spy_00001,1,,1,202509010
e,2,start_item_pack_1,Item,memory_glo_00001,200,,5,202509010
e,3,start_item_pack_1,Item,memory_glo_00002,200,,4,202509010
e,4,start_item_pack_1,Item,memory_glo_00003,200,,3,202509010
e,5,start_item_pack_1,Item,memory_glo_00004,200,,2,202509010
e,6,start_item_pack_1,Item,memory_glo_00005,200,,1,202509010
e,7,start_item_pack_1,Item,ticket_glo_00002,10,,6,202509010
e,8,start_item_pack_2,Item,ticket_glo_00203,1,,2,202509010
e,9,start_item_pack_2,Item,box_glo_00008,10,1,1,202509010
e,10,event_item_pack_1,Item,memoryfragment_glo_00001,50,,4,202509010
e,11,event_item_pack_1,Item,memoryfragment_glo_00002,30,,3,202509010
e,12,event_item_pack_1,Item,memoryfragment_glo_00003,3,,1,202509010
e,13,event_item_pack_1,Item,ticket_glo_00003,10,,1,202509010
e,14,daily_item_pack_1,Item,memory_glo_00001,10,,6,202509010
e,15,daily_item_pack_1,Item,memory_glo_00002,10,,5,202509010
e,16,daily_item_pack_1,Item,memory_glo_00003,10,,4,202509010
e,17,daily_item_pack_1,Item,memory_glo_00004,10,,3,202509010
e,18,daily_item_pack_1,Item,memory_glo_00005,10,,2,202509010
e,19,daily_item_pack_1,Coin,,1000,,1,202509010
e,20,event_item_pack_2,Item,memoryfragment_glo_00001,50,,4,202510010
e,21,event_item_pack_2,Item,memoryfragment_glo_00002,30,,3,202510010
e,22,event_item_pack_2,Item,memoryfragment_glo_00003,3,,1,202510010
e,23,event_item_pack_2,Item,ticket_glo_00003,10,,1,202510010
e,24,event_item_pack_3,Item,memoryfragment_glo_00001,50,,4,202510020
e,25,event_item_pack_3,Item,memoryfragment_glo_00002,30,,3,202510020
e,26,event_item_pack_3,Item,memoryfragment_glo_00003,3,,1,202510020
e,27,event_item_pack_3,Item,ticket_glo_00003,10,,1,202510020
e,28,event_item_pack_4,Item,memoryfragment_glo_00001,50,,4,202511010
e,29,event_item_pack_4,Item,memoryfragment_glo_00002,30,,3,202511010
e,30,event_item_pack_4,Item,memoryfragment_glo_00003,3,,1,202511010
e,31,event_item_pack_4,Item,ticket_glo_00003,10,,1,202511010
e,32,event_item_pack_5,Item,memoryfragment_glo_00001,50,,4,202511020
e,33,event_item_pack_5,Item,memoryfragment_glo_00002,30,,3,202511020
e,34,event_item_pack_5,Item,memoryfragment_glo_00003,3,,1,202511020
e,35,event_item_pack_5,Item,ticket_glo_00003,10,,1,202511020
e,36,BF_item_pack_1,Item,memory_glo_00001,500,,5,202511020
e,37,BF_item_pack_1,Item,memory_glo_00002,500,,4,202511020
e,38,BF_item_pack_1,Item,memory_glo_00003,500,,3,202511020
e,39,BF_item_pack_1,Item,memory_glo_00004,500,,2,202511020
e,40,BF_item_pack_1,Item,memory_glo_00005,500,,1,202511020
e,41,BF_item_pack_1,Item,ticket_glo_00002,10,,6,202511020
e,42,BF_item_pack_2,Item,memoryfragment_glo_00001,50,,3,202511020
e,43,BF_item_pack_2,Item,memoryfragment_glo_00002,30,,2,202511020
e,44,BF_item_pack_2,Item,memoryfragment_glo_00003,3,,1,202511020
e,45,BF_item_pack_2,Item,ticket_glo_00003,10,,4,202511020
e,46,BF_item_pack_3,Item,ticket_glo_00203,1,,11,202511020
e,47,BF_item_pack_3,Item,box_glo_00008,50,,10,202511020
e,48,BF_item_pack_3,Item,ticket_glo_00003,10,,9,202511020
e,49,BF_item_pack_3,Item,memoryfragment_glo_00001,50,,8,202511020
e,50,BF_item_pack_3,Item,memoryfragment_glo_00002,30,,7,202511020
e,51,BF_item_pack_3,Item,memoryfragment_glo_00003,3,,6,202511020
e,52,BF_item_pack_3,Item,memory_glo_00001,1500,,5,202511020
e,53,BF_item_pack_3,Item,memory_glo_00002,1500,,4,202511020
e,54,BF_item_pack_3,Item,memory_glo_00003,1500,,3,202511020
e,55,BF_item_pack_3,Item,memory_glo_00004,1500,,2,202511020
e,56,BF_item_pack_3,Item,memory_glo_00005,1500,,1,202511020
e,57,Xmas_item_pack_1,Item,memory_glo_00001,500,,5,202512015
e,58,Xmas_item_pack_1,Item,memory_glo_00002,500,,4,202512015
e,59,Xmas_item_pack_1,Item,memory_glo_00003,500,,3,202512015
e,60,Xmas_item_pack_1,Item,memory_glo_00004,500,,2,202512015
e,61,Xmas_item_pack_1,Item,memory_glo_00005,500,,1,202512015
e,62,Xmas_item_pack_1,Item,ticket_glo_00002,10,,6,202512015
e,63,Xmas_item_pack_2,Item,ticket_glo_00004,5,,5,202512015
e,64,Xmas_item_pack_2,Item,ticket_glo_00003,5,,4,202512015
e,65,Xmas_item_pack_2,Item,memoryfragment_glo_00003,5,,3,202512015
e,66,Xmas_item_pack_2,Item,memoryfragment_glo_00002,30,,2,202512015
e,67,Xmas_item_pack_2,Item,memoryfragment_glo_00001,50,,1,202512015
e,68,Xmas_item_pack_3,Item,ticket_glo_00203,1,,4,202512015
e,69,Xmas_item_pack_3,Item,box_glo_00008,10,1,3,202512015
e,70,Xmas_item_pack_3,Item,ticket_glo_00004,5,,2,202512015
e,71,Xmas_item_pack_3,Item,ticket_glo_00003,5,,1,202512015
e,72,event_item_pack_6,Item,memoryfragment_glo_00001,50,,4,202512010
e,73,event_item_pack_6,Item,memoryfragment_glo_00002,30,,3,202512010
e,74,event_item_pack_6,Item,memoryfragment_glo_00003,3,,2,202512010
e,75,event_item_pack_6,Item,ticket_glo_00003,10,,1,202512010
e,76,monthly_item_pack_1,Item,memoryfragment_glo_00001,50,,3,202512010
e,77,monthly_item_pack_1,Item,memoryfragment_glo_00002,30,,2,202512010
e,78,monthly_item_pack_1,Item,memoryfragment_glo_00003,3,,1,202512010
e,79,event_item_pack_7,Item,memoryfragment_glo_00001,50,,4,202512020
e,80,event_item_pack_7,Item,memoryfragment_glo_00002,30,,3,202512020
e,81,event_item_pack_7,Item,memoryfragment_glo_00003,3,,2,202512020
e,82,event_item_pack_7,Item,ticket_glo_00003,10,,1,202512020
e,83,event_item_pack_8,Item,memory_glo_00001,750,,7,202512020
e,84,event_item_pack_8,Item,memory_glo_00002,750,,6,202512020
e,85,event_item_pack_8,Item,memory_glo_00003,750,,5,202512020
e,86,event_item_pack_8,Item,memory_glo_00004,750,,4,202512020
e,87,event_item_pack_8,Item,memory_glo_00005,750,,3,202512020
e,88,event_item_pack_8,Item,ticket_glo_00004,1,,2,202512020
e,89,event_item_pack_8,Coin,,10000,1,1,202512020
e,90,event_item_pack_9,Item,memoryfragment_glo_00001,120,,5,202512020
e,91,event_item_pack_9,Item,memoryfragment_glo_00002,75,,4,202512020
e,92,event_item_pack_9,Item,memoryfragment_glo_00003,10,,3,202512020
e,93,event_item_pack_9,Item,ticket_glo_00004,2,,2,202512020
e,94,event_item_pack_9,Coin,,30000,1,1,202512020
e,95,event_item_pack_10,Item,ticket_glo_00203,1,,4,202512020
e,96,event_item_pack_10,Item,box_glo_00008,50,,3,202512020
e,97,event_item_pack_10,Item,ticket_glo_00004,5,,2,202512020
e,98,event_item_pack_10,Coin,,50000,1,1,202512020
e,99,event_item_pack_11,Item,ticket_glo_00203,1,,13,202512020
e,100,event_item_pack_11,Item,box_glo_00008,200,,12,202512020
e,101,event_item_pack_11,Item,ticket_glo_00004,10,,11,202512020
e,102,event_item_pack_11,Item,ticket_glo_00003,10,,10,202512020
e,103,event_item_pack_11,Item,memoryfragment_glo_00001,120,,9,202512020
e,104,event_item_pack_11,Item,memoryfragment_glo_00002,75,,8,202512020
e,105,event_item_pack_11,Item,memoryfragment_glo_00003,10,,7,202512020
e,106,event_item_pack_11,Item,memory_glo_00001,1950,,6,202512020
e,107,event_item_pack_11,Item,memory_glo_00002,1950,,5,202512020
e,108,event_item_pack_11,Item,memory_glo_00003,1950,,4,202512020
e,109,event_item_pack_11,Item,memory_glo_00004,1950,,3,202512020
e,110,event_item_pack_11,Item,memory_glo_00005,1950,,2,202512020
e,111,event_item_pack_11,Coin,,150000,1,1,202512020
e,112,offer_FreeDiamond150_202512015,FreeDiamond,,150,,1,202512015
e,113,event_item_pack_12,Item,memoryfragment_glo_00001,50,,4,202601010
e,114,event_item_pack_12,Item,memoryfragment_glo_00002,30,,3,202601010
e,115,event_item_pack_12,Item,memoryfragment_glo_00003,3,,2,202601010
e,116,event_item_pack_12,Item,ticket_glo_00003,10,,1,202601010
e,117,monthly_item_pack_2,Item,memoryfragment_glo_00001,50,,3,202512020
e,118,monthly_item_pack_2,Item,memoryfragment_glo_00002,30,,2,202512020
e,119,monthly_item_pack_2,Item,memoryfragment_glo_00003,3,,1,202512020
e,120,monthly_item_pack_3,Item,memoryfragment_glo_00001,50,,3,202601010
e,121,monthly_item_pack_3,Item,memoryfragment_glo_00002,30,,2,202601010
e,122,monthly_item_pack_3,Item,memoryfragment_glo_00003,3,,1,202601010
e,123,event_item_pack_13,Item,memoryfragment_glo_00001,50,,4,202602015
e,124,event_item_pack_13,Item,memoryfragment_glo_00002,30,,3,202602015
e,125,event_item_pack_13,Item,memoryfragment_glo_00003,3,,2,202602015
e,126,event_item_pack_13,Item,ticket_glo_00003,10,,1,202602015
e,127,event_item_pack_14,Unit,chara_spy_00201,1,,6,202602010
e,128,event_item_pack_14,Item,ticket_glo_00003,1,,5,202602010
e,129,event_item_pack_14,Item,memory_glo_00002,750,,4,202602010
e,130,event_item_pack_14,Item,memoryfragment_glo_00001,50,,3,202602010
e,131,event_item_pack_14,Item,memoryfragment_glo_00002,30,,2,202602010
e,132,event_item_pack_14,Coin,,15000,1,1,202602010
e,133,event_item_pack_15,Unit,chara_gom_00001,1,,6,202602010
e,134,event_item_pack_15,Item,ticket_glo_00003,1,,5,202602010
e,135,event_item_pack_15,Item,memory_glo_00005,750,,4,202602010
e,136,event_item_pack_15,Item,memoryfragment_glo_00001,50,,3,202602010
e,137,event_item_pack_15,Item,memoryfragment_glo_00002,30,,2,202602010
e,138,event_item_pack_15,Coin,,15000,1,1,202602010
e,139,event_item_pack_16,Unit,chara_yuw_00001,1,,6,202602010
e,140,event_item_pack_16,Item,ticket_glo_00003,1,,5,202602010
e,141,event_item_pack_16,Item,memory_glo_00004,750,,4,202602010
e,142,event_item_pack_16,Item,memoryfragment_glo_00001,50,,3,202602010
e,143,event_item_pack_16,Item,memoryfragment_glo_00002,30,,2,202602010
e,144,event_item_pack_16,Coin,,15000,1,1,202602010
e,145,event_item_pack_17,Unit,chara_yuw_00101,1,,6,202602010
e,146,event_item_pack_17,Item,ticket_glo_00003,1,,5,202602010
e,147,event_item_pack_17,Item,memory_glo_00005,750,,4,202602010
e,148,event_item_pack_17,Item,memoryfragment_glo_00001,50,,3,202602010
e,149,event_item_pack_17,Item,memoryfragment_glo_00002,30,,2,202602010
e,150,event_item_pack_17,Coin,,15000,1,1,202602010
e,151,event_item_pack_18,Unit,chara_sur_00101,1,,6,202602010
e,152,event_item_pack_18,Item,ticket_glo_00003,1,,5,202602010
e,153,event_item_pack_18,Item,memory_glo_00005,750,,4,202602010
e,154,event_item_pack_18,Item,memoryfragment_glo_00001,50,,3,202602010
e,155,event_item_pack_18,Item,memoryfragment_glo_00002,30,,2,202602010
e,156,event_item_pack_18,Coin,,15000,1,1,202602010
e,157,event_item_pack_19,Unit,chara_mag_00001,1,,6,202602010
e,158,event_item_pack_19,Item,ticket_glo_00003,1,,5,202602010
e,159,event_item_pack_19,Item,memory_glo_00003,750,,4,202602010
e,160,event_item_pack_19,Item,memoryfragment_glo_00001,50,,3,202602010
e,161,event_item_pack_19,Item,memoryfragment_glo_00002,30,,2,202602010
e,162,event_item_pack_19,Coin,,15000,1,1,202602010
e,163,event_item_pack_20,Unit,chara_sum_00101,1,,6,202602010
e,164,event_item_pack_20,Item,ticket_glo_00003,1,,5,202602010
e,165,event_item_pack_20,Item,memory_glo_00003,750,,4,202602010
e,166,event_item_pack_20,Item,memoryfragment_glo_00001,50,,3,202602010
e,167,event_item_pack_20,Item,memoryfragment_glo_00002,30,,2,202602010
e,168,event_item_pack_20,Coin,,15000,1,1,202602010
e,169,event_item_pack_21,Item,stamina_item_glo_00001,10,,1,202602010
e,170,event_item_pack_22,Item,stamina_item_glo_00001,20,,5,202602010
e,171,event_item_pack_22,Item,memoryfragment_glo_00001,50,,4,202602010
e,172,event_item_pack_22,Item,memoryfragment_glo_00002,30,,3,202602010
e,173,event_item_pack_22,Item,memoryfragment_glo_00003,3,,2,202602010
e,174,event_item_pack_22,Coin,,20000,1,1,202602010
e,175,event_item_pack_23,Item,memory_glo_00001,1500,,9,202602010
e,176,event_item_pack_23,Item,memory_glo_00002,1500,,8,202602010
e,177,event_item_pack_23,Item,memory_glo_00003,1500,,7,202602010
e,178,event_item_pack_23,Item,memory_glo_00004,1500,,6,202602010
e,179,event_item_pack_23,Item,memory_glo_00005,1500,,5,202602010
e,180,event_item_pack_23,Item,memoryfragment_glo_00001,50,,4,202602010
e,181,event_item_pack_23,Item,memoryfragment_glo_00002,30,,3,202602010
e,182,event_item_pack_23,Item,memoryfragment_glo_00003,3,,2,202602010
e,183,event_item_pack_23,Coin,,30000,1,1,202602010
e,184,event_item_pack_24,Item,memoryfragment_glo_00001,50,,4,202602020
e,185,event_item_pack_24,Item,memoryfragment_glo_00002,30,,3,202602020
e,186,event_item_pack_24,Item,memoryfragment_glo_00003,3,,2,202602020
e,187,event_item_pack_24,Item,ticket_glo_00003,10,,1,202602020
e,188,monthly_item_pack_4,Item,memoryfragment_glo_00001,50,,3,202602020
e,189,monthly_item_pack_4,Item,memoryfragment_glo_00002,30,,2,202602020
e,190,monthly_item_pack_4,Item,memoryfragment_glo_00003,3,,1,202602020
e,191,event_item_pack_25,Unit,chara_spy_00101,1,,6,202603010
e,192,event_item_pack_25,Item,ticket_glo_00003,1,,5,202603010
e,193,event_item_pack_25,Item,memory_glo_00004,750,,4,202603010
e,194,event_item_pack_25,Item,memoryfragment_glo_00001,50,,3,202603010
e,195,event_item_pack_25,Item,memoryfragment_glo_00002,30,,2,202603010
e,196,event_item_pack_25,Coin,,15000,1,1,202603010
e,197,event_item_pack_26,Unit,chara_dan_00002,1,,6,202603010
e,198,event_item_pack_26,Item,ticket_glo_00003,1,,5,202603010
e,199,event_item_pack_26,Item,memory_glo_00003,750,,4,202603010
e,200,event_item_pack_26,Item,memoryfragment_glo_00001,50,,3,202603010
e,201,event_item_pack_26,Item,memoryfragment_glo_00002,30,,2,202603010
e,202,event_item_pack_26,Coin,,15000,1,1,202603010
e,203,event_item_pack_27,Unit,chara_chi_00002,1,,6,202603010
e,204,event_item_pack_27,Item,ticket_glo_00003,1,,5,202603010
e,205,event_item_pack_27,Item,memory_glo_00004,750,,4,202603010
e,206,event_item_pack_27,Item,memoryfragment_glo_00001,50,,3,202603010
e,207,event_item_pack_27,Item,memoryfragment_glo_00002,30,,2,202603010
e,208,event_item_pack_27,Coin,,15000,1,1,202603010
e,209,event_item_pack_28,Unit,chara_kai_00002,1,,6,202603010
e,210,event_item_pack_28,Item,ticket_glo_00003,1,,5,202603010
e,211,event_item_pack_28,Item,memory_glo_00005,750,,4,202603010
e,212,event_item_pack_28,Item,memoryfragment_glo_00001,50,,3,202603010
e,213,event_item_pack_28,Item,memoryfragment_glo_00002,30,,2,202603010
e,214,event_item_pack_28,Coin,,15000,1,1,202603010
e,215,event_item_pack_29,Unit,chara_jig_00001,1,,6,202603010
e,216,event_item_pack_29,Item,ticket_glo_00003,1,,5,202603010
e,217,event_item_pack_29,Item,memory_glo_00002,750,,4,202603010
e,218,event_item_pack_29,Item,memoryfragment_glo_00001,50,,3,202603010
e,219,event_item_pack_29,Item,memoryfragment_glo_00002,30,,2,202603010
e,220,event_item_pack_29,Coin,,15000,1,1,202603010
e,221,event_item_pack_30,Item,stamina_item_glo_00001,10,,1,202603010
e,222,event_item_pack_31,Item,stamina_item_glo_00001,20,,5,202603010
e,223,event_item_pack_31,Item,memoryfragment_glo_00001,50,,4,202603010
e,224,event_item_pack_31,Item,memoryfragment_glo_00002,30,,3,202603010
e,225,event_item_pack_31,Item,memoryfragment_glo_00003,3,,2,202603010
e,226,event_item_pack_31,Coin,,20000,1,1,202603010
e,227,event_item_pack_32,Item,memory_glo_00001,1500,,9,202602020
